"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Alebium","Alebium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7da944c57c7c9641c1256f9a0056f59c?OpenDocument","Delebio I 1, I - Statuti dei comuni, 1204",1204,"Delebio","Delebio","Delebio I 1, I - Statuti dei comuni, 1204",1204,"Delebio",14026,"Delebio",1,1204,NA,NA,NA,NA
"Alessandria","Alessandria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e2ff765e5db4167ac1256f9a0040513d?OpenDocument","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria","Alessandria","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria",6003,"Alessandria",1,1179,NA,NA,NA,NA
"Alessandria della Paglia","Alessandria della Paglia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e2ff765e5db4167ac1256f9a0040513d?OpenDocument","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria","Alessandria","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria",6003,"Alessandria",1,1179,NA,NA,NA,NA
"Alexandria","Alexandria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e2ff765e5db4167ac1256f9a0040513d?OpenDocument","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria","Alessandria","Alessandria I 1, I - Statuti dei comuni, 1179",1179,"Alessandria",6003,"Alessandria",1,1179,NA,NA,NA,NA
"Algaria","Algaria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d507dc2909b2202dc1256f9a004052f4?OpenDocument","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero","Alghero","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero",90003,"Alghero",1,1582,NA,NA,NA,NA
"Alghero","Alghero","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d507dc2909b2202dc1256f9a004052f4?OpenDocument","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero","Alghero","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero",90003,"Alghero",1,1582,NA,NA,NA,NA
"Alguer","Alguer","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d507dc2909b2202dc1256f9a004052f4?OpenDocument","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero","Alghero","Alghero I 1, I - Statuti dei comuni, 1582-1649",1582,"Alghero",90003,"Alghero",1,1582,NA,NA,NA,NA
"Alice Castello","Alice Castello","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/284076a3a300b981c1256f9a004052ff?OpenDocument","Alice Castello I 1, I - Statuti dei comuni, 1514",1514,"Alice Castello","Alice Castello","Alice Castello I 1, I - Statuti dei comuni, 1514",1514,"Alice Castello",2004,"Alice Castello",1,1514,NA,NA,NA,NA
"Alice Inferiore","Alice Inferiore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/284076a3a300b981c1256f9a004052ff?OpenDocument","Alice Castello I 1, I - Statuti dei comuni, 1514",1514,"Alice Castello","Alice Castello","Alice Castello I 1, I - Statuti dei comuni, 1514",1514,"Alice Castello",2004,"Alice Castello",1,1514,NA,NA,NA,NA
"Allaxium","Allaxium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4514c9af5bab730fc1256f9a00404f1b?OpenDocument","Alassio I 1, I - Statuti dei comuni, 1514-1516",1514,"Alassio","Alassio","Alassio I 1, I - Statuti dei comuni, 1514-1516",1514,"Alassio",9001,"Alassio",1,1514,NA,NA,NA,NA
"Almenno","Almenno","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50dcf9db11e3a6a2c1256f9a00405364?OpenDocument","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Bartolomeo","Almenno San Bartolomeo","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Bartolomeo",16006,"Almenno San Bartolomeo",1,1428,NA,NA,NA,NA
"Almenno San Bartolomeo","Almenno San Bartolomeo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/50dcf9db11e3a6a2c1256f9a00405364?OpenDocument","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Bartolomeo","Almenno San Bartolomeo","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Bartolomeo",16006,"Almenno San Bartolomeo",1,1428,NA,NA,NA,NA
"Almenno San Salvatore","Almenno San Salvatore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/7ea862174efce65ec1257e110050e8f6?OpenDocument","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Salvatore","Almenno San Salvatore","Almenno I 1, I - Statuti dei comuni, 1428",1428,"Almenno San Salvatore",16007,"Almenno San Salvatore",1,1428,NA,NA,NA,NA
"Alpignano","Alpignano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c3f4809b4e6e06f7c1256f9a00405382?OpenDocument","Alpignano I 1, I - Statuti dei comuni, 1726-1740",1726,"Alpignano","Alpignano","Alpignano I 1, I - Statuti dei comuni, 1726-1740",1726,"Alpignano",1008,"Alpignano",1,1726,NA,NA,NA,NA
"Altare","Altare","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/dc8f1d649e67800ec1256f9a004053b1?OpenDocument","Altare II 1, II 1 - Corporazioni",NA,"Altare","Altare","Altare II 1, II 1 - Corporazioni",NA,"Altare",9005,"Altare",1,NA,NA,NA,NA,NA
"Altariva","Altariva","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a81bfe49df116135c1256fac003eeb37?OpenDocument","Riesi I 1, I - Statuti dei comuni, 1617",1617,"Riesi","Riesi","Riesi I 1, I - Statuti dei comuni, 1617",1617,"Riesi",85015,"Riesi",1,1617,NA,NA,NA,NA
"Altomonte","Altomonte","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4c2b3328a729f70bc1256f9a004053c5?OpenDocument","Altomonte I 1, I - Statuti dei comuni, 1602",1602,"Altomonte","Altomonte","Altomonte I 1, I - Statuti dei comuni, 1602",1602,"Altomonte",78009,"Altomonte",1,1602,NA,NA,NA,NA
"Alvito","Alvito","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/690b92fe408034d3c1256f9a004053e4?OpenDocument","Alvito I 1, I - Statuti dei comuni, 1492",1492,"Alvito","Alvito","Alvito I 1, I - Statuti dei comuni, 1492",1492,"Alvito",60004,"Alvito",1,1492,NA,NA,NA,NA
"Alzano di Sotto","Alzano di Sotto","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/adfe1a6f5c8eb517c1256f9a004053f2?OpenDocument","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo","Alzano Lombardo","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo",16008,"Alzano Lombardo",1,1504,NA,NA,NA,NA
"Alzano Lombardo","Alzano Lombardo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/adfe1a6f5c8eb517c1256f9a004053f2?OpenDocument","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo","Alzano Lombardo","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo",16008,"Alzano Lombardo",1,1504,NA,NA,NA,NA
"Alzano Maggiore","Alzano Maggiore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/adfe1a6f5c8eb517c1256f9a004053f2?OpenDocument","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo","Alzano Lombardo","Alzano Lombardo I 1, I - Statuti dei comuni, 1504-1659",1504,"Alzano Lombardo",16008,"Alzano Lombardo",1,1504,NA,NA,NA,NA
"Amalfi","Amalfi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e460c6b8758c6316c1256f9a00405441?OpenDocument","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi","Amalfi","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi",65006,"Amalfi",1,NA,NA,NA,NA,NA
"Amalpha","Amalpha","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e460c6b8758c6316c1256f9a00405441?OpenDocument","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi","Amalfi","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi",65006,"Amalfi",1,NA,NA,NA,NA,NA
"Amalphia","Amalphia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e460c6b8758c6316c1256f9a00405441?OpenDocument","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi","Amalfi","Amalfi I 1, I - Statuti dei comuni, sec. XII-XIV",NA,"Amalfi",65006,"Amalfi",1,NA,NA,NA,NA,NA
"Amandola","Amandola","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d6ad883a4a6d0329c1256f9a00405529?OpenDocument","Amandola I 1, I - Statuti dei comuni, 1470-1541",1470,"Amandola","Amandola","Amandola I 1, I - Statuti dei comuni, 1470-1541",1470,"Amandola",109002,"Amandola",1,1470,NA,NA,NA,NA
"Amandula","Amandula","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d6ad883a4a6d0329c1256f9a00405529?OpenDocument","Amandola I 1, I - Statuti dei comuni, 1470-1541",1470,"Amandola","Amandola","Amandola I 1, I - Statuti dei comuni, 1470-1541",1470,"Amandola",109002,"Amandola",1,1470,NA,NA,NA,NA
"Amatrice","Amatrice","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ed6b05a2cba03f09c1256f9a00405546?OpenDocument","Amatrice I 1, I - Statuti dei comuni, 1491",1491,"Amatrice","Amatrice","Amatrice I 1, I - Statuti dei comuni, 1491",1491,"Amatrice",57002,"Amatrice",1,1491,NA,NA,NA,NA
"Amatrix","Amatrix","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ed6b05a2cba03f09c1256f9a00405546?OpenDocument","Amatrice I 1, I - Statuti dei comuni, 1491",1491,"Amatrice","Amatrice","Amatrice I 1, I - Statuti dei comuni, 1491",1491,"Amatrice",57002,"Amatrice",1,1491,NA,NA,NA,NA
"Ameglia","Ameglia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d4ab9764e439e961c1256f9a0040558f?OpenDocument","Ameglia I 1, I - Statuti dei comuni, 1596-1598",1596,"Ameglia","Ameglia","Ameglia I 1, I - Statuti dei comuni, 1596-1598",1596,"Ameglia",11001,"Ameglia",1,1596,NA,NA,NA,NA
"Amelia","Amelia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0bbf35d0dea969f2c1256f9a004055aa?OpenDocument","Amelia I 1, I - Statuti dei comuni, 1441-1567",1441,"Amelia","Amelia","Amelia I 1, I - Statuti dei comuni, 1441-1567",1441,"Amelia",55004,"Amelia",1,1441,NA,NA,NA,NA
"Amendolara","Amendolara","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5904236959ce491bc1256f9a00405635?OpenDocument","Amendolara I 1, I - Statuti dei comuni, 1491",1491,"Amendolara","Amendolara","Amendolara I 1, I - Statuti dei comuni, 1491",1491,"Amendolara",78011,"Amendolara",1,1491,NA,NA,NA,NA
"Ameria","Ameria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0bbf35d0dea969f2c1256f9a004055aa?OpenDocument","Amelia I 1, I - Statuti dei comuni, 1441-1567",1441,"Amelia","Amelia","Amelia I 1, I - Statuti dei comuni, 1441-1567",1441,"Amelia",55004,"Amelia",1,1441,NA,NA,NA,NA
"Ampezzo","Ampezzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/d515d13bc9a66bd5c1256f9a00405641?OpenDocument","Ampezzo I 1, I - Statuti dei comuni, sec. XVI-XVII",NA,"Ampezzo","Ampezzo","Ampezzo I 1, I - Statuti dei comuni, sec. XVI-XVII",NA,"Ampezzo",30003,"Ampezzo",1,NA,NA,NA,NA,NA
"Anagni","Anagni","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f60c9db9d685879c1256f9a0040564c?OpenDocument","Anagni I 1, I - Statuti dei comuni, sec. XIV",NA,"Anagni","Anagni","Anagni I 1, I - Statuti dei comuni, sec. XIV",NA,"Anagni",60006,"Anagni",1,NA,NA,NA,NA,NA
"Anagnia","Anagnia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8f60c9db9d685879c1256f9a0040564c?OpenDocument","Anagni I 1, I - Statuti dei comuni, sec. XIV",NA,"Anagni","Anagni","Anagni I 1, I - Statuti dei comuni, sec. XIV",NA,"Anagni",60006,"Anagni",1,NA,NA,NA,NA,NA
"Ancona","Ancona","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2627b68d27091b61c1256f9a004056ab?OpenDocument","Ancona I 1, I - Statuti dei comuni, 1390-1516",1390,"Ancona","Ancona","Ancona I 1, I - Statuti dei comuni, 1390-1516",1390,"Ancona",42002,"Ancona",1,1390,NA,NA,NA,NA
"Andorno Micca","Andorno Micca","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27395c615fc2979bc1256f9a0040581f?OpenDocument","Andorno Micca I 1, I - Statuti dei comuni, 1263-1290",1263,"Andorno Micca","Andorno Micca","Andorno Micca I 1, I - Statuti dei comuni, 1263-1290",1263,"Andorno Micca",96002,"Andorno Micca",1,1263,NA,NA,NA,NA
"Andrate","Andrate","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/28e33e27320679ccc1256f9a0040582c?OpenDocument","Andrate I 1, I - Statuti dei comuni, 1310-1422",1310,"Andrate","Andrate","Andrate I 1, I - Statuti dei comuni, 1310-1422",1310,"Andrate",1010,"Andrate",1,1310,NA,NA,NA,NA
"Andria","Andria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/23c1d5caabac9cb4c1256f9a0040583a?OpenDocument","Andria I 1, I - Statuti dei comuni, 1489",1489,"Andria","Andria","Andria I 1, I - Statuti dei comuni, 1489",1489,"Andria",110001,"Andria",1,1489,NA,NA,NA,NA
"Andurnum","Andurnum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/27395c615fc2979bc1256f9a0040581f?OpenDocument","Andorno Micca I 1, I - Statuti dei comuni, 1263-1290",1263,"Andorno Micca","Andorno Micca","Andorno Micca I 1, I - Statuti dei comuni, 1263-1290",1263,"Andorno Micca",96002,"Andorno Micca",1,1263,NA,NA,NA,NA
"Anghiari","Anghiari","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbdc8512b47e4e3dc1256f9a00405856?OpenDocument","Anghiari I 1, I - Statuti dei comuni, sec. XIII",NA,"Anghiari","Anghiari","Anghiari I 1, I - Statuti dei comuni, sec. XIII",NA,"Anghiari",51001,"Anghiari",1,NA,NA,NA,NA,NA
"Anglaris","Anglaris","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bbdc8512b47e4e3dc1256f9a00405856?OpenDocument","Anghiari I 1, I - Statuti dei comuni, sec. XIII",NA,"Anghiari","Anghiari","Anghiari I 1, I - Statuti dei comuni, sec. XIII",NA,"Anghiari",51001,"Anghiari",1,NA,NA,NA,NA,NA
"Anoalis","Anoalis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/583ced99cff3cf9cc1256fa40048c81d?OpenDocument","Noale I 1, I - Statuti dei comuni, 1562",1562,"Noale","Noale","Noale I 1, I - Statuti dei comuni, 1562",1562,"Noale",27026,"Noale",1,1562,NA,NA,NA,NA
"Anticoli di Campagna","Anticoli di Campagna","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/f561b6d201ec92f6c1256fa2005a1d42?OpenDocument","Fiuggi I 1, I - Statuti dei comuni, 1421",1421,"Fiuggi","Fiuggi","Fiuggi I 1, I - Statuti dei comuni, 1421",1421,"Fiuggi",60035,"Fiuggi",1,1421,NA,NA,NA,NA
"Aosta","Aosta","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3c953cf1fe438536c1256f9a00405875?OpenDocument","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta","Aosta","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta",7003,"Aosta",1,1188,NA,NA,NA,NA
"Aoste","Aoste","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3c953cf1fe438536c1256f9a00405875?OpenDocument","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta","Aosta","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta",7003,"Aosta",1,1188,NA,NA,NA,NA
"Aouste","Aouste","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3c953cf1fe438536c1256f9a00405875?OpenDocument","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta","Aosta","Aosta I 1, I - Statuti dei comuni, 1188-1253",1188,"Aosta",7003,"Aosta",1,1188,NA,NA,NA,NA
"Apagnum","Apagnum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e5b5b682a943aa4c1256fa40048e209?OpenDocument","Pagno I 1, I - Statuti dei comuni, 1508",1508,"Pagno","Pagno","Pagno I 1, I - Statuti dei comuni, 1508",1508,"Pagno",4158,"Pagno",1,1508,NA,NA,NA,NA
"Appanis","Appanis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1e5b5b682a943aa4c1256fa40048e209?OpenDocument","Pagno I 1, I - Statuti dei comuni, 1508",1508,"Pagno","Pagno","Pagno I 1, I - Statuti dei comuni, 1508",1508,"Pagno",4158,"Pagno",1,1508,NA,NA,NA,NA
"Appignano","Appignano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e3884a786ea1d753c1256f9a00405935?OpenDocument","Appignano I 1, I - Statuti dei comuni, 1490-1493",1490,"Appignano","Appignano","Appignano I 1, I - Statuti dei comuni, 1490-1493",1490,"Appignano",43003,"Appignano",1,1490,NA,NA,NA,NA
"Appignanum","Appignanum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e3884a786ea1d753c1256f9a00405935?OpenDocument","Appignano I 1, I - Statuti dei comuni, 1490-1493",1490,"Appignano","Appignano","Appignano I 1, I - Statuti dei comuni, 1490-1493",1490,"Appignano",43003,"Appignano",1,1490,NA,NA,NA,NA
"Apricale","Apricale","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/00a58c7e8b0307c1c1256f9a0040597c?OpenDocument","Apricale I 1, I - Statuti dei comuni, 1267",1267,"Apricale","Apricale","Apricale I 1, I - Statuti dei comuni, 1267",1267,"Apricale",8002,"Apricale",1,1267,NA,NA,NA,NA
"Apricena","Apricena","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9e085a62a433c6a2c1256f9a0040598a?OpenDocument","Apricena I 1, I - Statuti dei comuni, 1230-1542",1230,"Apricena","Apricena","Apricena I 1, I - Statuti dei comuni, 1230-1542",1230,"Apricena",71004,"Apricena",1,1230,NA,NA,NA,NA
"Aquae","Aquae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/58a98fe6b8c9f689c1256f9a00404c91?OpenDocument","Acqui Terme I 1, I - Statuti dei comuni, 1277",1277,"Acqui Terme","Acqui Terme","Acqui Terme I 1, I - Statuti dei comuni, 1277",1277,"Acqui Terme",6001,"Acqui Terme",1,1277,NA,NA,NA,NA
"Aquila","Aquila","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9cc46c38b23b01ffc1256fa3005edb78?OpenDocument","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila","L'Aquila","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila",66049,"L'Aquila",1,1254,NA,NA,NA,NA
"Aquila degli Abruzzi","Aquila degli Abruzzi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9cc46c38b23b01ffc1256fa3005edb78?OpenDocument","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila","L'Aquila","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila",66049,"L'Aquila",1,1254,NA,NA,NA,NA
"Aquila in Vestinis","Aquila in Vestinis","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9cc46c38b23b01ffc1256fa3005edb78?OpenDocument","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila","L'Aquila","L'Aquila I 1, I - Statuti dei comuni, 1254",1254,"L'Aquila",66049,"L'Aquila",1,1254,NA,NA,NA,NA
"Aquileia","Aquileia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cc8d1968818436f8c1256f9a004059b9?OpenDocument","Aquileia I 1, I - Statuti dei comuni, 1249-1790",1249,"Aquileia","Aquileia","Aquileia I 1, I - Statuti dei comuni, 1249-1790",1249,"Aquileia",30004,"Aquileia",1,1249,NA,NA,NA,NA
"Arbarea","Arbarea","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/33f9cb228d3798c8c1256f9a004059ee?OpenDocument","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea","Arborea","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea",95006,"Arborea",1,NA,NA,NA,NA,NA
"Arbore","Arbore","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/33f9cb228d3798c8c1256f9a004059ee?OpenDocument","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea","Arborea","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea",95006,"Arborea",1,NA,NA,NA,NA,NA
"Arborea","Arborea","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/33f9cb228d3798c8c1256f9a004059ee?OpenDocument","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea","Arborea","Arborea I 1, I - Statuti dei comuni, sec. XIV",NA,"Arborea",95006,"Arborea",1,NA,NA,NA,NA,NA
"Arco","Arco","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/98d2533c93088603c1256f9a00405ae8?OpenDocument","Arco I 1, I - Statuti dei comuni, 1527-1645",1527,"Arco","Arco","Arco I 1, I - Statuti dei comuni, 1527-1645",1527,"Arco",22006,"Arco",1,1527,NA,NA,NA,NA
"Arcola","Arcola","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0835892953a48441c1256f9a00405b2b?OpenDocument","Arcola I 1, I - Statuti dei comuni, 1577-1628",1577,"Arcola","Arcola","Arcola I 1, I - Statuti dei comuni, 1577-1628",1577,"Arcola",11002,"Arcola",1,1577,NA,NA,NA,NA
"Arcula","Arcula","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/0835892953a48441c1256f9a00405b2b?OpenDocument","Arcola I 1, I - Statuti dei comuni, 1577-1628",1577,"Arcola","Arcola","Arcola I 1, I - Statuti dei comuni, 1577-1628",1577,"Arcola",11002,"Arcola",1,1577,NA,NA,NA,NA
"Ardea","Ardea","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ad2cdcdde1f55b77c1257083004b4dbb?OpenDocument","Ardea I 1, I - Statuti dei comuni, 1564-1624",1564,"Ardea","Ardea","Ardea I 1, I - Statuti dei comuni, 1564-1624",1564,"Ardea",58117,"Ardea",1,1564,NA,NA,NA,NA
"Aretium","Aretium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bde6f0edf7824ebcc1256f9a00405b9b?OpenDocument","Arezzo I 1, I - Statuti dei comuni, 1535",1535,"Arezzo","Arezzo","Arezzo I 1, I - Statuti dei comuni, 1535",1535,"Arezzo",51002,"Arezzo",1,1535,NA,NA,NA,NA
"Arezzo","Arezzo","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bde6f0edf7824ebcc1256f9a00405b9b?OpenDocument","Arezzo I 1, I - Statuti dei comuni, 1535",1535,"Arezzo","Arezzo","Arezzo I 1, I - Statuti dei comuni, 1535",1535,"Arezzo",51002,"Arezzo",1,1535,NA,NA,NA,NA
