"dropdown_value","dropdown_text.x","document_link","link_text.x","earliest_year.x","correct_name","dropdown_text.y","link_text.y","earliest_year.y","com_name","PRO_COM_T","COMUNE","stat","year_earliest_statuto","Nomi_statuti","NOME","PRO_COM","DROP"
"Trevinianum","Trevinianum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/430092a9b439bac3c1256f3b004d31fd?OpenDocument","Trevignano Romano I 1, I - Statuti dei comuni, 1553",1553,"Trevignano Romano","Trevignano Romano","Trevignano Romano I 1, I - Statuti dei comuni, 1553",1553,"Trevignano Romano",58107,"Trevignano Romano",1,1553,NA,NA,NA,NA
"Treviso","Treviso","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/853a3e7f19487daec1256f3b004d327c?OpenDocument","Treviso I 1, I - Statuti dei comuni, 1207-1263",1207,"Treviso","Treviso","Treviso I 1, I - Statuti dei comuni, 1207-1263",1207,"Treviso",26086,"Treviso",1,1207,NA,NA,NA,NA
"Tribano","Tribano","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/563dff85ce781a1ac1256f3b004d3594?OpenDocument","Tribano II2 1, II 2 - Confraternite",NA,"Tribano","Tribano","Tribano II2 1, II 2 - Confraternite",NA,"Tribano",28094,"Tribano",1,NA,NA,NA,NA,NA
"Tribinciolum","Tribinciolum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6dc57727f5cb8951c1256f3b004d31e0?OpenDocument","Trevenzuolo I 1, I - Statuti dei comuni, 1217",1217,"Trevenzuolo","Trevenzuolo","Trevenzuolo I 1, I - Statuti dei comuni, 1217",1217,"Trevenzuolo",23088,"Trevenzuolo",1,1217,NA,NA,NA,NA
"Tridentum","Tridentum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/4c919c3fd3636e60c1256f3b004d2f64?OpenDocument","Trento I 1, I - Statuti dei comuni, 1027-1689",1027,"Trento","Trento","Trento I 1, I - Statuti dei comuni, 1027-1689",1027,"Trento",22205,"Trento",1,1027,NA,NA,NA,NA
"Tridinum","Tridinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9bd678a66231052dc1256f3b004d371b?OpenDocument","Trino I 1, I - Statuti dei comuni, 1212",1212,"Trino","Trino","Trino I 1, I - Statuti dei comuni, 1212",1212,"Trino",2148,"Trino",1,1212,NA,NA,NA,NA
"Trieste","Trieste","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b47f05324d31c8b8c1256f3b004d359f?OpenDocument","Trieste I 1, I - Statuti dei comuni, 804-1315",1315,"Trieste","Trieste","Trieste I 1, I - Statuti dei comuni, 804-1315",1315,"Trieste",32006,"Trieste",1,1315,NA,NA,NA,NA
"Trilacum","Trilacum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/75c1a1aff6715961c1256f3b004d2220?OpenDocument","Terlago I 1, I - Statuti dei comuni, 1424",1424,"Terlago","Terlago","Terlago I 1, I - Statuti dei comuni, 1424",1424,"Terlago",22192,"Terlago",1,1424,NA,NA,NA,NA
"Trino","Trino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9bd678a66231052dc1256f3b004d371b?OpenDocument","Trino I 1, I - Statuti dei comuni, 1212",1212,"Trino","Trino","Trino I 1, I - Statuti dei comuni, 1212",1212,"Trino",2148,"Trino",1,1212,NA,NA,NA,NA
"Triora","Triora","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/297eb680928ac661c1256f3b004d3743?OpenDocument","Triora I 1, I - Statuti dei comuni, 1592",1592,"Triora","Triora","Triora I 1, I - Statuti dei comuni, 1592",1592,"Triora",8061,"Triora",1,1592,NA,NA,NA,NA
"Trioria","Trioria","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/297eb680928ac661c1256f3b004d3743?OpenDocument","Triora I 1, I - Statuti dei comuni, 1592",1592,"Triora","Triora","Triora I 1, I - Statuti dei comuni, 1592",1592,"Triora",8061,"Triora",1,1592,NA,NA,NA,NA
"Trissino","Trissino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/efac14530938fc91c1256f3b004d376f?OpenDocument","Trissino I 1, I - Statuti dei comuni, 1409-1435",1409,"Trissino","Trissino","Trissino I 1, I - Statuti dei comuni, 1409-1435",1409,"Trissino",24110,"Trissino",1,1409,NA,NA,NA,NA
"Trissinum","Trissinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/efac14530938fc91c1256f3b004d376f?OpenDocument","Trissino I 1, I - Statuti dei comuni, 1409-1435",1409,"Trissino","Trissino","Trissino I 1, I - Statuti dei comuni, 1409-1435",1409,"Trissino",24110,"Trissino",1,1409,NA,NA,NA,NA
"Trivinianum","Trivinianum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/430092a9b439bac3c1256f3b004d31fd?OpenDocument","Trevignano Romano I 1, I - Statuti dei comuni, 1553",1553,"Trevignano Romano","Trevignano Romano","Trevignano Romano I 1, I - Statuti dei comuni, 1553",1553,"Trevignano Romano",58107,"Trevignano Romano",1,1553,NA,NA,NA,NA
"Troia","Troia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/bc8ca5f0bc60892fc1256f3b004d377d?OpenDocument","Troia I 1, I - Statuti dei comuni, 1127",1127,"Troia","Troia","Troia I 1, I - Statuti dei comuni, 1127",1127,"Troia",71058,"Troia",1,1127,NA,NA,NA,NA
"Tropea","Tropea","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1d2ea593e7a5597cc1256f3b004d379c?OpenDocument","Tropea I 1, I - Statuti dei comuni, 1055-1533",1055,"Tropea","Tropea","Tropea I 1, I - Statuti dei comuni, 1055-1533",1055,"Tropea",102044,"Tropea",1,1055,NA,NA,NA,NA
"Tudertum","Tudertum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6760d353fe4fbd9ec1256f3b004d24fa?OpenDocument","Todi I 1, I - Statuti dei comuni, 1275",1275,"Todi","Todi","Todi I 1, I - Statuti dei comuni, 1275",1275,"Todi",54052,"Todi",1,1275,NA,NA,NA,NA
"Tuenno","Tuenno","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/daa8ebd037b23baec1256f3b004d37c5?OpenDocument","Tuenno I 1, I - Statuti dei comuni, 1759-1777",1759,"Tuenno","Tuenno","Tuenno I 1, I - Statuti dei comuni, 1759-1777",1759,"Tuenno",22207,"Tuenno",1,1759,NA,NA,NA,NA
"Tulmetium","Tulmetium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/09872a2832244665c1256f3b004d262b?OpenDocument","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo","Tolmezzo","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo",30121,"Tolmezzo",1,1258,NA,NA,NA,NA
"Tulpha Vetus","Tulpha Vetus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ebefd43e39c3616cc1256f3b004d25f6?OpenDocument","Tolfa I 1, I - Statuti dei comuni, 1523-1530",1523,"Tolfa","Tolfa","Tolfa I 1, I - Statuti dei comuni, 1523-1530",1523,"Tolfa",58105,"Tolfa",1,1523,NA,NA,NA,NA
"Tumetium","Tumetium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/09872a2832244665c1256f3b004d262b?OpenDocument","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo","Tolmezzo","Tolmezzo I 1, I - Statuti dei comuni, 1258-1615",1258,"Tolmezzo",30121,"Tolmezzo",1,1258,NA,NA,NA,NA
"Turris Ursaya","Turris Ursaya","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/548cf72819a3206bc1256f3b004d2bde?OpenDocument","Torre Orsaia I 1, I - Statuti dei comuni, 1502",1502,"Torre Orsaia","Torre Orsaia","Torre Orsaia I 1, I - Statuti dei comuni, 1502",1502,"Torre Orsaia",65149,"Torre Orsaia",1,1502,NA,NA,NA,NA
"Turrita","Turrita","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/5bd0fbe83b31941ac1256f3b004d2c33?OpenDocument","Torrita Tiberina I 1, I - Statuti dei comuni, 1593-1797",1593,"Torrita Tiberina","Torrita Tiberina","Torrita Tiberina I 1, I - Statuti dei comuni, 1593-1797",1593,"Torrita Tiberina",58106,"Torrita Tiberina",1,1593,NA,NA,NA,NA
"Turturi","Turturi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/a0d69f14a16eabf5c1256f3b004d2c6b?OpenDocument","Tortora I 1, I - Statuti dei comuni, 1490",1490,"Tortora","Tortora","Tortora I 1, I - Statuti dei comuni, 1490",1490,"Tortora",78149,"Tortora",1,1490,NA,NA,NA,NA
"Tuscana","Tuscana","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/823be11f7133f45fc1256f3b004d37ce?OpenDocument","Tuscania I 1, I - Statuti dei comuni, 1423",1423,"Tuscania","Tuscania","Tuscania I 1, I - Statuti dei comuni, 1423",1423,"Tuscania",56052,"Tuscania",1,1423,NA,NA,NA,NA
"Tuscania","Tuscania","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/823be11f7133f45fc1256f3b004d37ce?OpenDocument","Tuscania I 1, I - Statuti dei comuni, 1423",1423,"Tuscania","Tuscania","Tuscania I 1, I - Statuti dei comuni, 1423",1423,"Tuscania",56052,"Tuscania",1,1423,NA,NA,NA,NA
"Tusculum","Tusculum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/65d930c9c8c29a73c1256fa2005a2615?OpenDocument","Frascati II1 1, II 1 - Corporazioni",NA,"Frascati","Frascati","Frascati II1 1, II 1 - Corporazioni",NA,"Frascati",58039,"Frascati",1,NA,NA,NA,NA,NA
"Tybur","Tybur","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/55312b1e3a8088a2c1256f3b004d24aa?OpenDocument","Tivoli I 1, I - Statuti dei comuni, 1257-1455",1257,"Tivoli","Tivoli","Tivoli I 1, I - Statuti dei comuni, 1257-1455",1257,"Tivoli",58104,"Tivoli",1,1257,NA,NA,NA,NA
"Udine","Udine","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/267dcf610d97584ec1256f3b004d37fc?OpenDocument","Udine I 1, I - Statuti dei comuni, 1248",1248,"Udine","Udine","Udine I 1, I - Statuti dei comuni, 1248",1248,"Udine",30129,"Udine",1,1248,NA,NA,NA,NA
"Udregium","Udregium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7923c09a192f806c1256fa40048d010?OpenDocument","Origgio I 1, I - Statuti dei comuni, 1228",1228,"Origgio","Origgio","Origgio I 1, I - Statuti dei comuni, 1228",1228,"Origgio",12109,"Origgio",1,1228,NA,NA,NA,NA
"Ugenia","Ugenia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e4c0f10147e44047c1256fa40048d96b?OpenDocument","Ozegna I 1, I - Statuti dei comuni, 1432-1458",1432,"Ozegna","Ozegna","Ozegna I 1, I - Statuti dei comuni, 1432-1458",1432,"Ozegna",1176,"Ozegna",1,1432,NA,NA,NA,NA
"Ugubio","Ugubio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fdc4a6a0497db419c1256fa2005a4f74?OpenDocument","Gubbio I 1, I - Statuti dei comuni, 1253-1287",1253,"Gubbio","Gubbio","Gubbio I 1, I - Statuti dei comuni, 1253-1287",1253,"Gubbio",54024,"Gubbio",1,1253,NA,NA,NA,NA
"Ulmeta","Ulmeta","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/388b1e02725a1198c1256fa40048d077?OpenDocument","Ormea I 1, I - Statuti dei comuni, 1291-1538",1291,"Ormea","Ormea","Ormea I 1, I - Statuti dei comuni, 1291-1538",1291,"Ormea",4155,"Ormea",1,1291,NA,NA,NA,NA
"Umbertide","Umbertide","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/eed7fe71f5ee309cc1256f3b004d3970?OpenDocument","Umbertide I 1, I - Statuti dei comuni, 1362-1521",1362,"Umbertide","Umbertide","Umbertide I 1, I - Statuti dei comuni, 1362-1521",1362,"Umbertide",54056,"Umbertide",1,1362,NA,NA,NA,NA
"Unagno","Unagno","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c35f793c3a8af51bc1256fa40048ce94?OpenDocument","Onano I 1, I - Statuti dei comuni, 1561-1678",1561,"Onano","Onano","Onano I 1, I - Statuti dei comuni, 1561-1678",1561,"Onano",56040,"Onano",1,1561,NA,NA,NA,NA
"Untio","Untio","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/fd82fcb442780276c1256fa40048cee2?OpenDocument","Onzo I 1, I - Statuti dei comuni, 1580",1580,"Onzo","Onzo","Onzo I 1, I - Statuti dei comuni, 1580",1580,"Onzo",9043,"Onzo",1,1580,NA,NA,NA,NA
"Urbania","Urbania","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/57f5d6ec5f35564ac1256f3b004d397e?OpenDocument","Urbania I 1, I - Statuti dei comuni, 1595",1595,"Urbania","Urbania","Urbania I 1, I - Statuti dei comuni, 1595",1595,"Urbania",41066,"Urbania",1,1595,NA,NA,NA,NA
"Urbino","Urbino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2422cd2af8d5e545c1256f3b004d3997?OpenDocument","Urbino I 1, I - Statuti dei comuni, 1367 ante",1367,"Urbino","Urbino","Urbino I 1, I - Statuti dei comuni, 1367 ante",1367,"Urbino",41067,"Urbino",1,1367,NA,NA,NA,NA
"Urbinum","Urbinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/2422cd2af8d5e545c1256f3b004d3997?OpenDocument","Urbino I 1, I - Statuti dei comuni, 1367 ante",1367,"Urbino","Urbino","Urbino I 1, I - Statuti dei comuni, 1367 ante",1367,"Urbino",41067,"Urbino",1,1367,NA,NA,NA,NA
"Urbsvetus","Urbsvetus","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/07d1ac5f79b61b66c1256fa40048d33c?OpenDocument","Orvieto I 1, I - Statuti dei comuni, 1209-1220",1209,"Orvieto","Orvieto","Orvieto I 1, I - Statuti dei comuni, 1209-1220",1209,"Orvieto",55023,"Orvieto",1,1209,NA,NA,NA,NA
"Urceae Novae","Urceae Novae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio","Castel San Giorgio","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Urceae Novae","Urceae Novae","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Orzinuovi","Orzinuovi","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Urcei","Urcei","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio","Castel San Giorgio","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Urcei","Urcei","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/e45397f17e5eec0ac1256fa40048d4f2?OpenDocument","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Orzinuovi","Orzinuovi","Orzinuovi I 1, I - Statuti dei comuni, 1341-1387",1341,"Castel San Giorgio",65034,"Castel San Giorgio",1,1341,NA,NA,NA,NA
"Urigium","Urigium","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7923c09a192f806c1256fa40048d010?OpenDocument","Origgio I 1, I - Statuti dei comuni, 1228",1228,"Origgio","Origgio","Origgio I 1, I - Statuti dei comuni, 1228",1228,"Origgio",12109,"Origgio",1,1228,NA,NA,NA,NA
"Ursongia","Ursongia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/cb9b3ec69a0cb53bc1256fa40048d127?OpenDocument","Orsogna I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Orsogna","Orsogna","Orsogna I 1, I - Statuti dei comuni, sec. XIV-XVI",NA,"Orsogna",69057,"Orsogna",1,NA,NA,NA,NA,NA
"Ururi","Ururi","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8c05ee20be655fb9c1256f3b004d3adf?OpenDocument","Ururi I 1, I - Statuti dei comuni, 1540",1540,"Ururi","Ururi","Ururi I 1, I - Statuti dei comuni, 1540",1540,"Ururi",70083,"Ururi",1,1540,NA,NA,NA,NA
"Ussita","Ussita","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b066c07d0e898498c1256f3b004d3aed?OpenDocument","Ussita I 1, I - Statuti dei comuni, 1555",1555,"Ussita","Ussita","Ussita I 1, I - Statuti dei comuni, 1555",1555,"Ussita",43056,"Ussita",1,1555,NA,NA,NA,NA
"Utinum","Utinum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/267dcf610d97584ec1256f3b004d37fc?OpenDocument","Udine I 1, I - Statuti dei comuni, 1248",1248,"Udine","Udine","Udine I 1, I - Statuti dei comuni, 1248",1248,"Udine",30129,"Udine",1,1248,NA,NA,NA,NA
"Utriculum","Utriculum","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/9b49c75c2b7eb14fc1256fa40048d8fa?OpenDocument","Otricoli I 1, I - Statuti dei comuni, 1576-1764",1576,"Otricoli","Otricoli","Otricoli I 1, I - Statuti dei comuni, 1576-1764",1576,"Otricoli",55024,"Otricoli",1,1576,NA,NA,NA,NA
"Uxita","Uxita","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b066c07d0e898498c1256f3b004d3aed?OpenDocument","Ussita I 1, I - Statuti dei comuni, 1555",1555,"Ussita","Ussita","Ussita I 1, I - Statuti dei comuni, 1555",1555,"Ussita",43056,"Ussita",1,1555,NA,NA,NA,NA
"Valchiavenna","Valchiavenna","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/3b1ca1e27f369cefc1256f9a004919be?OpenDocument","Chiavenna I 1, I - Statuti dei comuni, 1311",1311,"Chiavenna","Chiavenna","Chiavenna I 1, I - Statuti dei comuni, 1311",1311,"Chiavenna",14018,"Chiavenna",1,1311,NA,NA,NA,NA
"Valle Averara","Valle Averara","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/892e5ac154e770aac1256f9a004062fe?OpenDocument","Averara I 1, I - Statuti dei comuni, 1313-1368",1313,"Averara","Averara","Averara I 1, I - Statuti dei comuni, 1313-1368",1313,"Averara",16014,"Averara",1,1313,NA,NA,NA,NA
"Valle Dianese","Valle Dianese","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ecea025b67fb8a05c1256f9a0056f6ff?OpenDocument","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Arentino","Diano Arentino","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Arentino",8025,"Diano Arentino",1,1172,NA,NA,NA,NA
"Valle Dianese","Valle Dianese","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ecea025b67fb8a05c1256f9a0056f6ff?OpenDocument","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Castello","Diano Castello","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Arentino",8025,"Diano Arentino",1,1172,NA,NA,NA,NA
"Valle Dianese","Valle Dianese","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ecea025b67fb8a05c1256f9a0056f6ff?OpenDocument","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Marina","Diano Marina","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Arentino",8025,"Diano Arentino",1,1172,NA,NA,NA,NA
"Valle Dianese","Valle Dianese","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ecea025b67fb8a05c1256f9a0056f6ff?OpenDocument","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano San Pietro","Diano San Pietro","Diano I 1, I - Statuti dei comuni, 1172-1177",1172,"Diano Arentino",8025,"Diano Arentino",1,1172,NA,NA,NA,NA
"Valle Formazza","Valle Formazza","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/6614d6583cc16ceec1256fa2005a240b?OpenDocument","Formazza I 1, I - Statuti dei comuni, 1486-1759",1486,"Formazza","Formazza","Formazza I 1, I - Statuti dei comuni, 1486-1759",1486,"Formazza",103031,"Formazza",1,1486,NA,NA,NA,NA
"Varzio (Verscio)","Varzio (Verscio)","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/1655e0426b12f1f5c1256fa40048f6f8?OpenDocument","Pedemonte I 1, I - Statuti dei comuni, 1473-1500",1473,"Pedemonte","Pedemonte","Pedemonte I 1, I - Statuti dei comuni, 1473-1500",1473,"Pedemonte",24076,"Pedemonte",1,1473,NA,NA,NA,NA
"Vastalla","Vastalla","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/485491b998811ed4c1256fa2005a4e9f?OpenDocument","Guastalla I 1, I - Statuti dei comuni, 1227",1227,"Guastalla","Guastalla","Guastalla I 1, I - Statuti dei comuni, 1227",1227,"Guastalla",35024,"Guastalla",1,1227,NA,NA,NA,NA
"Villa di Chiesa","Villa di Chiesa","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/24a0358d04657bbbc1256fa2005a518a?OpenDocument","Iglesias I 1, I - Statuti dei comuni, 1327-1684",1327,"Iglesias","Iglesias","Iglesias I 1, I - Statuti dei comuni, 1327-1684",1327,"Iglesias",107009,"Iglesias",1,1327,NA,NA,NA,NA
"Volpino","Volpino","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b245454027c3db5cc1256f9a0056e5e3?OpenDocument","Costa Volpino I 1, I - Statuti dei comuni, 1486-1595",1486,"Costa Volpino","Costa Volpino","Costa Volpino I 1, I - Statuti dei comuni, 1486-1595",1486,"Costa Volpino",16086,"Costa Volpino",1,1486,NA,NA,NA,NA
"Ymola","Ymola","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/b7a62709c0ef89abc1256fa2005a51cd?OpenDocument","Imola I 1, I - Statuti dei comuni, 1334-1578",1334,"Imola","Imola","Imola I 1, I - Statuti dei comuni, 1334-1578",1334,"Imola",37032,"Imola",1,1334,NA,NA,NA,NA
"Yporegia","Yporegia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/ba1a1b0456b6966dc1256fa2005a56bd?OpenDocument","Ivrea I 1, I - Statuti dei comuni, 1213-1229",1213,"Ivrea","Ivrea","Ivrea I 1, I - Statuti dei comuni, 1213-1229",1213,"Ivrea",1125,"Ivrea",1,1213,NA,NA,NA,NA
"Yscla","Yscla","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/c5951d65cb7c3d9cc1256fa2005a5461?OpenDocument","Ischia I 1, I - Statuti dei comuni, 1492",1492,"Ischia","Ischia","Ischia I 1, I - Statuti dei comuni, 1492",1492,"Ischia",63037,"Ischia",1,1492,NA,NA,NA,NA
"Yssogne","Yssogne","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8c0f9329f1af70a9c1256fa2005a5524?OpenDocument","Issogne I 1, I - Statuti dei comuni, 1284",1284,"Issogne","Issogne","Issogne I 1, I - Statuti dei comuni, 1284",1284,"Issogne",7037,"Issogne",1,1284,NA,NA,NA,NA
"Yssyognia","Yssyognia","https://www.senato.it/w3/Biblioteca/catalogoDegliStatutiMedievali.nsf/de148d287da34e08c1256e4c002f1718/8c0f9329f1af70a9c1256fa2005a5524?OpenDocument","Issogne I 1, I - Statuti dei comuni, 1284",1284,"Issogne","Issogne","Issogne I 1, I - Statuti dei comuni, 1284",1284,"Issogne",7037,"Issogne",1,1284,NA,NA,NA,NA
